HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
953,@user @user la reference c'est etre plus que gauchiste ?nla pologne respecte son peuple la france non !nqui doit se taire ?,offensive,indirect,fear_indifference,other,left_wing_people,"@user @user the reference is to be more than leftist? Poland respects its people, France no! Who should be silent?"
954,rt @user tous les potes de clara ils m'appellent ton pote chinois mdr c ouf g pas l'impression de tant ressembler un noich q,hateful,direct,shock,origin,other,rt @user all of clara's friends they call me your chinese friend lol c phew g don't feel like I look so much like a noich q
955,@user tellement facile de taper sur zemmour allez vous faire les dents sur les racailles rebeus du 93 pour l… @url,offensive,indirect,shock,origin,arabs,@user so easy to type on zemmour go and cut your teeth on the rebeus scum of 93 for the… @url
956,mdr les renois qui disent rien à 69 honte à vous,normal,direct,shock,origin,african_descent,lol the renois who say nothing at 69 shame on you
957,weshhh z'y va cousin tous les rebeus look c…,offensive,indirect,sadness,origin,arabs,weshhh here we go cousin all the rebeus look c…
958,@user @user espèce d'attardé j'espère que tu te rend compte que le salaire médian dans ces pays est bien inférieur,offensive,indirect,anger_shock_indifference,other,individual,@user @user you retard I hope you realize that the median salary in these countries is much lower
959,macron et l’islamisation de la france un plan bien ficelé par l’institut montaigne @url,normal,direct,confusion_indifference,other,muslims,macron and the islamization of france a well-crafted plan by the montaigne institute @url
960,cette œuvre d'un #artiste #français pour les #réfugiés - une immense fresque sur la pelouse de la perle du lac à… @url,normal,direct,shock,other,other,this work by a French #artist for #refugees - a huge fresco on the lawn of the pearl of the lake in… @url
961,@user @user @user @user @user bah évidemment que y'a des renois parmi les terror… @url,normal,direct,anger_indifference,other,other,@user @user @user @user @user well obviously there are Renois among the terror… @url
962,@user vivement qu’on s’attarde aux pratiquants de water-polo et de twirling bâton. ce sont deux passions bie… @url,normal,direct,indifference,other,other,@user strongly that we focus on water polo and stick twirling practitioners. these are two great passions… @url
963,rt @user que serait un samedi sans la petite sortie reac d'un ado attarde @url,offensive,direct,indifference,origin,other,rt @user what would a Saturday be without the little reaction outing of a late teenager @url
964,elle parlait sa pote et lui dit c'est un renoi.. ah… @url,normal,direct,indifference,origin,african_descent,she was talking to her friend and told him he's a renoi.. ah… @url
965,ramos c'est un attardéun taré ce mecil raconte souvent de l'idiotie ! @url,abusive,direct,shock,origin,left_wing_people,"Ramos is a retard, a weirdo, this guy often talks nonsense! @url"
966,@user t’es teop restée avec des renois ces dernières années,fearful_abusive_offensive_disrespectful,direct,indifference,origin,other,@user you have stayed with Renois in recent years
967,grèce. À thessalonique les migrants continuent d’arriver ! @url,normal,direct,sadness,other,immigrants,Greece. Migrants continue to arrive in Thessaloniki! @url
968,@user @user parl mieu sal attardé,offensive_hateful,direct,shock,other,individual,@user @user speaks better as a retard
969,@user tv liberté est trop gauchiste pour lui. invite le ♥,abusive_disrespectful,indirect,indifference,other,individual,@user tv liberty is too leftist for him. invite the ♥
970,@user le cheval gallois l'attardé de bogota,offensive,direct,indifference,other,individual,@user the welsh horse the retard from bogota
971,grande-bretagne : la prière musulmane est récitée (en arabe) avant l’ouverture de la session du conseil municipal d… @url,hateful,direct,shock,origin,african_descent,Great Britain: the Muslim prayer is recited (in Arabic) before the opening of the session of the municipal council of… @url
972,du coup petit tips pour les migrants qui vont se faire se faire expulser bouffer du nutella @url,normal,direct,anger_confusion_sadness_indifference_disgust,origin,immigrants,so a few tips for migrants who are going to be deported and eat nutella @url
973,@user philippe est 1 gauchiste masque,offensive,indirect,shock,other,left_wing_people,@user philippe is 1 leftist mask
974,les rebeus avec des pp messi et death note ça parle de vous les puces @url,hateful,direct,shock,origin,indian/hindu,the rebeus with pp messi and death note it's talking about you fleas @url
975,@user cala-te mongol,offensive,direct,anger_disgust,origin,asians,@user cala-te mongol
976,Être 4 renois dans une 206 musique fond vapotes à gogo et oublier les papiers de…,abusive_normal,direct,shock_indifference,origin,individual,Being 4 renois in a 206 background music vapes galore and forgetting the papers…
977,@user @user trop influencé . les renois se perdent fort,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,african_descent,@user @user too influenced. the renois are very lost
978,tous les potes de clara ils m'appellent ton pote chinois mdr c ouf g pas l'impression de tant ressembler un noich que ca????,normal,direct,sadness,origin,indian/hindu,all of clara's friends they call me your chinese friend lol c phew g don't feel like I look that much like a noich????
979,surtout quand des renois participent à ce lynchage @url,fearful,direct,sadness,origin,other,especially when Renois participate in this lynching @url
980,[tw sexe violence conjugale mort maladie... tellement de choses.],fearful,direct,sadness_fear,origin,other,[tw sex domestic violence death illness...so many things.]
981,@user @user il n’y rien à revoir fatima désolé mais pour moi sale noir sale arabe sale jaune sale bri… @url,offensive_disrespectful,indirect,indifference,other,other,@user @user there is nothing to see again fatima sorry but for me dirty black dirty Arab dirty yellow dirty bri… @url
982,marine le pen sur cnews @url ans de laxisme fiasco de l'ideologie gauchiste,abusive_normal,direct,anger_indifference,other,left_wing_people,marine le pen on cnews @url years of laxity fiasco of leftist ideology
983,@user @user accessoirement il s'est pété le pied contre un meuble cet attardé,offensive_disrespectful,indirect,indifference,other,individual,"@user @user incidentally, this retard stomped his foot on a piece of furniture"
984,@user @user pourquoi tu dit de la merde et t'ecris comme un ado attarde?,offensive,direct,indifference_disgust,other,individual,@user @user why are you talking shit and writing like a retarded teenager?
985,un mélange flou entre qqun empli d’amour et de violence le paradoxe à son paroxysme l’art pas pour sa beauté mai… @url,normal,direct,confusion_sadness,origin,other,a blurry mix between someone filled with love and violence the paradox at its peak art not for its beauty but… @url
986,@user et elle retour en afrique qui l’attend.,abusive_hateful,indirect,indifference,origin,other,@user and she returns to Africa waiting for her.
987,les bg renois ont souvent de gros nez. je dis ça je ne dis rien.,abusive,direct,sadness,origin,other,Bg Renois often have big noses. I say that I don't say anything.
988,@user il s'est cru en moto gp le mec avec son scooter de blaireau il accélère comme un attardé en courbe et… @url,offensive,indirect,indifference,other,individual,@user he thought he was in moto gp the guy with his badger scooter he accelerates like a retard in curves and… @url
989,@user il m'a dit elle est ou ton étoile sale juif? xd,abusive_disrespectful_hateful,indirect,anger_indifference_disgust,origin,jews,@user he told me where is your dirty Jewish star? xd
990,@user personnellement mon regard s'attarde de moins en moins sur ce genre de couverture. je pense que mon… @url,normal,indirect,indifference,other,other,@user personally my gaze lingers less and less on this type of coverage. I think my… @url
991,taleure je voulais sortir un p6 meilleure fac mais avait 15 rebeus de facs différentes autour de moi et comme je… @url,fearful,direct,shock,origin,individual,taleure I wanted to get a p6 best university but had 15 recruits from different universities around me and as I… @url
992,sasuke est bête mais naruto est attardé donc sasuke @url,hateful,direct,shock,origin,indian/hindu,sasuke is stupid but naruto is retarded so sasuke @url
993,@user @user @user Être musulman ne veut pas dire favoriser le terrorisme comme etre catho ne ve… @url,normal,indirect,indifference,religion,muslims,@user @user @user Being Muslim does not mean promoting terrorism in the same way that being Catholic does… @url
994,ah les rebeus c’est réel hein :) @url,offensive,direct,anger_confusion_fear_indifference_sadness,origin,left_wing_people,ah the rebeus it’s real eh :) @url
995,les 3 renois devant renne ils sont chaud,offensive,direct,sadness_disgust,origin,left_wing_people,the 3 renois in front of reindeer they are hot
