HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated tweet
940,انا عندي مبدا اني بشوف البنت الي متبرجه او بتلبس محزق ومش محجبه افضل من الي بتلبس محزق ومحجبه اي كلام...المبادئ مبت… @url,disrespectful_normal,indirect,sadness,gender,women,"I have a principle that I find a girl who is dressed up or who wears a hijab and does not wear a veil better than someone who wears a hijab and does not wear a hijab, whatever...Principles are immutable... @url"
941,بعد عودتها من مسيرة مناهضة التحرش metoo# قابلت طالبا اخر من جامعة ولاية ميزوري وخرجت معه للشرب في أكثر من حانة،ولما… @url,offensive,indirect,indifference_disgust,gender,women,"After she returned from the #metoo anti-harassment march, she met another student from Missouri State University and went out drinking with him in more than one bar, and when… @url"
942,ده مثال ،والأطفال هناك عارفة حقوقها كويس ،بيتعلموها في المدارس ،زي ما بيتعلموا تربية جنسية وازاي يفرق بين اللمس العادي واللمسة الغلط التحرش,normal,direct,indifference,other,other,"This is an example, and the children there know their rights well. They learn them in schools, just as they learn sexual education and how to differentiate between normal touching and wrong touching. Harassment."
943,على كثر ما الجملة جارحة نوعا ماً لمن تم التحرش بهم إلا أنها فيها شي من الصحة -من التجربة الشخصية على الأقل- ، الشي… @url,offensive,indirect,indifference_disgust,other,women,"Although the sentence is somewhat offensive to those who have been harassed, it has some truth - from personal experience at least - which is… @url"
944,كان شفتها متبرجه,offensive,indirect,shock,gender,women,Her lip was plump
945,@user @user ما نقعد مع هندوس @url,normal,indirect,sadness,religion,indian/hindu,@user @user We do not sit with Hindus @url
946,@user @user الله المستعان الله يحفظ سنة العراق من خنازير ايران,normal,indirect,indifference_disgust,religion,other,"@user @user May God help us, may God protect the Sunnis of Iraq from the pigs of Iran"
947,@user @user @user جهله لاتفقهون الا شرب بول البعير واكل الضب والضب انكس ماخلق الله,abusive,direct,indifference,other,other,"@user @user @user He is ignorant. You do not understand anything except drinking camel urine and eating lizards, and lizards degrade what God has created."
948,@user @user تحصلي بيتك وسخ ،تتروشي اخر الليل،،هذا طبع برجال بس مو حاو ع بنت عيب عليك,offensive,direct,disgust,gender,individual,"@user @user You get dirty in your house, you mess around late at night, this is a man's nature, but he doesn't treat a girl. Shame on you."
949,فهي من حرمتني  الدكتوراه بكل أنواع التحرش و كذلك التوظيف وشغلتني والشكاوى القضائية ضدي و التواصل من أجل السياسة ثم… @url,normal,direct,sadness,other,individual,"She was the one who deprived me of my doctorate with all kinds of harassment, as well as employment, and she kept me busy, with judicial complaints against me, and communicating for the sake of politics, and then… @url"
950,دايرة  vernis =  ما تصليش كافرة متبرجة .,offensive,indirect,sadness,other,individual,Vernis circle = Do not pray as an adorned infidel.
951,يا جماعه كفايه ام الحوارات دي شكلكوا بيبقي وسخ فشخ بعد كده,disrespectful,indirect,sadness,other,other,"Guys, enough of these conversations, you seem to be dirty and disgusting after that"
952,لكن التحرش سببه الجنسين… @url,offensive,indirect,indifference,other,other,But harassment is caused by both genders... @url
953,مقال رائع ولكن نريد  مقالات  فكرية  ووطنية-شعرة من جلد خنزير | الشرق الأوسط @url,abusive_normal,indirect,indifference,origin,other,"A wonderful article, but we want intellectual and patriotic articles - A hair from a pig’s skin | Middle East @url"
954,نشيخ بفعل الضرر لا بفعل السنين,normal,direct,indifference,other,other,"We age from damage, not from years"
955,@user @user والله لو احطه شيخ على حمير بينطقون بيحلفون انهم خنازير ............ عشان مايكون شيخهم هالنغل,offensive,direct,anger_disgust,other,individual,"@user @user I swear, if you put a sheikh on donkeys, they will speak and swear that they are pigs............ so that their sheikh is not a scoundrel."
956,حضيرة خنازير كل يوم يخرج لنا منها خنزير‼️,disrespectful,indirect,indifference,other,other,A pig pen from which every day a pig comes out for us!!
957,@user @user @user @user البعير مذكور زين بول البعير مذكور تشربونة,offensive,direct,indifference,origin,other,@user @user @user @user The camel is mentioned. The camel’s urine is mentioned as a drink
958,@user @user عزيزي اللبناني تعرف اذا شفنا مكان وسخ نقول عليه زبالة كأنه لبنان !,hateful,direct,disgust,origin,other,"@user @user Dear Lebanese, you know, if we see a dirty place, we call it rubbish as if it is Lebanon!"
959,سياسية جمهورية تسب ترامب على الهواء وتصفه بـ “خنزير متعصب” (فيديو) @url @url,offensive,indirect,indifference,other,individual,Republican politician insults Trump on air and calls him a “bigoted pig” (video) @url @url
960,هي اتخرجت وقاعده في البيت مش معني كده انها بايره لا هي طول عمرها محترمه ومحدش يعرفها بس,normal,indirect,indifference_disgust,gender,women,"She graduated and is sitting at home. This does not mean that she is a student. No, she has been respected all her life and no one knows her."
961,و سبل علاج هذا الخطأ @url,normal,indirect,indifference,other,other,And ways to fix this error @url
962,منتهي الوساخه من جمهور وسخ ده تمامكم يا اوساخ,offensive,indirect,shock,other,other,"The ultimate filth from a filthy crowd, that's all for you, you filth"
963,ذكروني لما اقعد اسولف عن الفرق بين انج تكونين نسوية ولما تكرهين الرجال كلهم بشكل عام ياراوية بمسلسل الحريم.,offensive,indirect,indifference,gender,women,"They reminded me when I was sitting talking about the difference between being a feminist and when you hate all men in general, narrator of the harem series."
964,@user @user الله يستر الحريم لايتطلقوا انا اختي بدون ناعمة يالله مشيه امورها,offensive,direct,indifference,gender,women,"@user @user May God protect the women from getting divorced. My sister is without Naameeh. Oh God, her affairs are going well"
965,ديوث يتفرج على الخال وهو يشق زوجته..@url,abusive_offensive,indirect,shock_disgust,other,other,A cuckold watches the uncle split his wife..@url
966,ديوث يجلخ والخال شغال على زوجته..@url,offensive,direct,disgust,other,individual,A cuckold is grinding while the uncle is busy with his wife..@url
